序號,縣市,測站,監測日期,監測時間,污染物,污染程度,PSI值,二氧化硫(ppb),一氧化碳(ppm),臭氧(ppb),懸浮微粒(μg/m3),細懸浮微粒(μg/m3),二氧化氮(ppb),風速(m/sec),AQI值,臭氧8小時移動平均(ppb),氮氧化物(ppb)(NOx),一氧化氮(ppb)(NO),風向(degrees),一氧化碳8小時移動平均(ppb),懸浮微粒移動平均值(μg/m3),細懸浮微粒移動平均值(μg/m3)
1065,臺北市,古亭,2019/10/29,21時,,良好,,1,0.38,36,8,7,13,1,31,34,14,0,119,1,13,7
1066,臺北市,古亭,2019/10/29,20時,,良好,,1.1,0.53,30,7,8,19,1.3,31,34,20,1,130,1,15,8
1067,臺北市,古亭,2019/10/29,19時,,良好,,1,0.63,31,22,8,23,1.2,32,35,24,1,102,1,17,8
1068,臺北市,古亭,2019/10/29,18時,,良好,,0.7,0.62,31,18,8,24,1,32,35,24,1,105,1,15,8
1069,臺北市,古亭,2019/10/29,17時,,良好,,0.8,0.56,32,24,13,22,1.1,31,34,23,1,73,1,14,7
1070,臺北市,古亭,2019/10/29,16時,,良好,,0.7,0.5,37,20,8,18,1.4,31,33,19,1,73,1,12,6
1071,臺北市,古亭,2019/10/29,15時,,良好,,0.7,0.48,38,16,11,16,1.5,29,31,18,2,73,1,10,5
1072,臺北市,古亭,2019/10/29,14時,,良好,,0.6,0.48,39,12,8,15,1.4,28,30,17,2,77,1,8,3
1073,臺北市,古亭,2019/10/29,13時,,良好,,0.7,0.46,38,10,4,14,1.3,28,30,16,2,74,0,7,2
1074,臺北市,古亭,2019/10/29,12時,,良好,,0.8,0.48,33,11,2,17,1.7,28,30,20,2,49,0,6,2
1075,臺北市,古亭,2019/10/29,11時,,良好,,0.8,0.45,29,8,2,17,1.6,29,31,19,3,67,0,5,2
1076,臺北市,古亭,2019/10/29,09時,,良好,,0.8,0.57,24,6,2,20,1.4,32,35,23,3,62,0,6,3
1077,臺北市,古亭,2019/10/29,08時,,良好,,0.6,0.47,26,8,3,19,1.2,34,37,21,2,50,0,6,3
1078,臺北市,古亭,2019/10/29,07時,,良好,,0.5,0.35,29,7,2,13,0.5,36,39,14,1,142,0,7,3
1079,臺北市,古亭,2019/10/29,06時,,良好,,0.4,0.23,40,6,2,4.7,0.6,36,39,5,0,159,0,7,3
1080,臺北市,古亭,2019/10/29,05時,,良好,,0.5,0.26,39,7,4,5.6,0.6,35,38,6,0,133,0,8,3
1081,臺北市,古亭,2019/10/29,04時,,良好,,0.7,0.23,40,8,2,6.1,0.6,33,36,6,0,157,0,9,3
1082,臺北市,古亭,2019/10/29,02時,,良好,,0.9,0.25,41,9,3,6.5,0.8,30,32,7,0,77,0,11,4
1083,臺北市,古亭,2019/10/29,01時,,良好,,1.8,0.23,41,12,3,6.6,0.8,29,31,7,0,93,0,12,5
1084,臺北市,古亭,2019/10/29,00時,,良好,,2.1,0.24,37,6,2,10,0.8,29,31,10,0,88,0,13,6
1085,臺北市,古亭,2019/10/28,23時,,良好,,2.3,0.27,36,10,4,11,0.9,30,32,11,1,72,0,17,7
1086,臺北市,古亭,2019/10/28,22時,,良好,,2.4,0.36,29,15,7,15,1,31,33,16,1,77,0,18,7
1087,臺北市,古亭,2019/10/28,21時,,良好,,2.4,0.54,22,15,7,25,0.5,32,35,25,0,225,0,19,7
1088,臺北市,古亭,2019/10/28,20時,,良好,,2.3,0.56,23,17,5,26,0.7,34,37,27,1,231,0,20,8
1089,臺北市,古亭,2019/10/28,19時,,良好,,2.1,0.57,30,14,5,21,1.6,36,39,21,1,270,0,21,9
1090,臺北市,古亭,2019/10/28,18時,,良好,,1.8,0.47,33,15,7,19,2.1,38,41,19,1,283,0,21,9
1091,臺北市,古亭,2019/10/28,17時,,良好,,1.7,0.3,40,15,7,13,2,38,41,13,1,308,0,21,9
1092,臺北市,古亭,2019/10/28,16時,,良好,,1.7,0.26,43,19,6,9.1,2.7,35,38,10,1,313,0,23,10
1093,臺北市,古亭,2019/10/28,15時,,良好,,1.6,0.25,43,17,6,9.5,1.9,35,34,10,1,337,0,26,11
1094,臺北市,古亭,2019/10/28,14時,,良好,,1.7,0.24,43,18,9,9.9,1.8,38,30,11,1,341,0,28,12
1095,臺北市,古亭,2019/10/28,13時,,良好,,1.9,0.28,40,28,11,15,2.6,39,28,16,1,328,0,31,12
1096,臺北市,古亭,2019/10/28,12時,,良好,,,,,43,15,,1.6,45,27,,,325,0,32,14
1097,臺北市,古亭,2019/10/28,11時,,良好,,2.7,0.35,43,38,14,15,1.9,44,28,17,2,253,0,29,14
1098,臺北市,古亭,2019/10/28,10時,,良好,,3.2,0.45,34,39,14,17,2.3,42,27,21,4,250,0,26,13
1099,臺北市,古亭,2019/10/28,09時,,良好,,3.1,0.63,23,39,23,20,1.8,38,28,25,5,259,0,21,12
1100,臺北市,古亭,2019/10/28,08時,,良好,,2.3,0.64,10,26,14,24,1.3,30,30,35,11,236,0,17,9
1101,臺北市,古亭,2019/10/28,07時,,良好,,2.3,0.31,17,20,9,14,0.8,31,33,15,1,259,0,15,8
1102,臺北市,古亭,2019/10/28,06時,,良好,,2.2,0.2,25,9,8,8.2,1.2,32,35,9,0,266,0,14,7
1103,臺北市,古亭,2019/10/28,05時,,良好,,1.8,0.18,34,12,8,4.9,0.9,34,37,5,0,199,0,16,7
1104,臺北市,古亭,2019/10/28,04時,,良好,,1.9,0.14,36,16,4,4.3,0.5,34,37,5,0,142,0,18,8
1105,臺北市,古亭,2019/10/28,03時,,良好,,1.7,0.14,38,15,3,4.1,1.5,34,37,5,1,64,0,18,10
1106,臺北市,古亭,2019/10/28,02時,,良好,,1.8,0.15,38,18,6,5,0.8,35,36,5,0,92,0,19,11
1107,臺北市,古亭,2019/10/28,01時,,良好,,1.7,0.18,38,25,20,4.4,1,35,36,5,0,63,0,19,11
1108,臺北市,古亭,2019/10/28,00時,,良好,,1.8,0.24,35,15,11,9.7,1.4,33,36,10,1,81,0,18,9
1109,臺北市,古亭,2019/10/27,23時,,良好,,1.8,0.26,36,21,9,10,1.7,34,37,11,1,57,0,18,9
1110,臺北市,古亭,2019/10/27,22時,,良好,,1.7,0.23,39,21,6,7.9,1.5,35,38,9,1,66,0,18,8
1111,臺北市,古亭,2019/10/27,21時,,良好,,1.8,0.24,38,17,8,9.2,1.9,36,39,10,1,90,0,18,9
1112,臺北市,古亭,2019/10/27,20時,,良好,,1.8,0.27,35,16,10,12,1.6,38,41,13,1,64,0,17,9
1113,臺北市,古亭,2019/10/27,19時,,良好,,1.9,0.29,33,17,7,15,1.3,40,43,15,1,79,0,18,9
1114,臺北市,古亭,2019/10/27,18時,,良好,,1.8,0.28,38,16,10,12,1.7,42,45,12,1,65,0,19,10
1115,臺北市,古亭,2019/10/27,17時,,良好,,2.7,0.25,39,10,8,11,2.2,44,47,12,1,59,0,19,9
1116,臺北市,古亭,2019/10/27,16時,,良好,,2.1,0.25,40,17,11,11,2.7,44,48,12,1,63,0,21,10
1117,臺北市,古亭,2019/10/27,15時,,良好,,1.7,0.25,45,19,12,8.9,2,44,48,10,2,56,0,22,9
1118,臺北市,古亭,2019/10/27,14時,,良好,,1.5,0.27,47,16,6,8.9,2.2,44,48,11,2,63,0,23,9
1119,臺北市,古亭,2019/10/27,13時,,良好,,1.5,0.26,50,21,8,8.4,2.8,44,48,10,2,58,0,26,10
1120,臺北市,古亭,2019/10/27,12時,,良好,,1.8,0.25,52,24,9,7.4,2.3,44,48,9,2,57,0,27,10
1121,臺北市,古亭,2019/10/27,11時,,良好,,1.9,0.27,52,27,10,9,2.3,43,46,11,2,45,0,27,10
1122,臺北市,古亭,2019/10/27,10時,,良好,,1.5,0.27,49,31,11,9,1.6,42,45,11,2,61,0,27,11
1123,臺北市,古亭,2019/10/27,09時,,良好,,1.6,0.23,49,27,9,7.4,1.5,42,45,9,2,74,0,26,11
1124,臺北市,古亭,2019/10/27,08時,,良好,,1.6,0.25,43,27,9,9.3,1.7,43,46,10,1,77,0,26,11
1125,臺北市,古亭,2019/10/27,07時,,良好,,1.6,0.23,43,27,12,8.4,0.8,43,46,9,1,62,0,26,12
1126,臺北市,古亭,2019/10/27,06時,,良好,,1.6,0.19,47,22,10,4,1,44,47,5,1,67,0,26,12
1127,臺北市,古亭,2019/10/27,05時,,良好,,1.6,0.18,47,24,12,3.4,1.1,43,46,4,0,86,0,27,12
1128,臺北市,古亭,2019/10/27,04時,,良好,,2.6,0.21,38,27,12,12,1,43,46,12,1,126,0,29,12
1129,臺北市,古亭,2019/10/27,03時,,良好,,1.6,0.2,46,26,11,6.1,0.6,44,47,7,1,96,0,28,12
1130,臺北市,古亭,2019/10/27,02時,,良好,,1.5,0.17,51,29,10,3.6,1.6,44,47,4,1,76,0,28,12
1131,臺北市,古亭,2019/10/27,01時,,良好,,1.5,0.19,51,32,10,3.9,1.1,44,47,4,0,84,0,29,13
1132,臺北市,古亭,2019/10/27,00時,,良好,,1.2,0.23,46,24,11,7.1,1.5,44,47,7,0,125,0,28,13
1133,臺北市,古亭,2019/10/26,23時,,良好,,1.2,0.23,48,22,13,7.2,1.6,45,49,8,1,86,0,28,14
1134,臺北市,古亭,2019/10/26,22時,,良好,,1.2,0.27,44,31,13,11,1.2,46,49,12,1,87,0,30,14
1135,臺北市,古亭,2019/10/26,21時,,良好,,1.2,0.26,46,25,13,10,1.7,47,51,10,0,130,0,31,15
1136,臺北市,古亭,2019/10/26,20時,,良好,,1.4,0.27,47,27,14,12,1.1,48,52,12,0,88,0,32,14
1137,臺北市,古亭,2019/10/26,19時,,良好,,1.6,0.31,45,31,19,14,1.6,49,53,15,1,74,0,33,15
1138,臺北市,古亭,2019/10/26,18時,,良好,,1.2,0.28,48,34,14,11,1.7,50,54,11,1,78,0,32,14
1139,臺北市,古亭,2019/10/26,17時,,良好,,1.1,0.24,53,34,10,8.4,2.2,49,53,9,1,75,0,32,14
1140,臺北市,古亭,2019/10/26,16時,,良好,,1.1,0.23,57,34,16,7.8,2.5,47,51,9,1,77,0,32,14
1141,臺北市,古亭,2019/10/26,15時,,良好,,1.3,0.25,55,31,16,11,1.9,46,50,12,1,60,0,30,13
1142,臺北市,古亭,2019/10/26,14時,,良好,,1.2,0.26,55,36,15,9.2,2.6,45,49,11,1,55,0,30,13
1143,臺北市,古亭,2019/10/26,13時,,良好,,1.2,0.25,57,32,12,8,2.4,44,48,9,1,69,0,30,13
1144,臺北市,古亭,2019/10/26,12時,,良好,,1.2,0.26,55,27,11,9.6,2.5,44,48,11,2,81,0,29,14
1145,臺北市,古亭,2019/10/26,11時,,良好,,1.3,0.27,51,31,14,11,2.3,45,47,12,2,58,0,29,14
1146,臺北市,古亭,2019/10/26,10時,,良好,,1.3,0.27,42,39,15,12,1.4,45,46,14,2,92,0,28,14
1147,臺北市,古亭,2019/10/26,09時,,良好,,1.5,0.31,39,30,17,,1.1,44,47,,,121,0,26,14
1148,臺北市,古亭,2019/10/26,08時,,良好,,1.8,0.27,46,26,13,13,1.1,44,48,15,2,88,0,25,13
1149,臺北市,古亭,2019/10/26,07時,,良好,,1.4,0.21,50,24,13,8.2,1.9,44,47,9,1,81,0,25,13
1150,臺北市,古亭,2019/10/26,06時,,良好,,1.1,0.19,48,27,11,4.9,1,44,47,6,1,75,0,25,13
1151,臺北市,古亭,2019/10/26,05時,,良好,,1.1,0.15,50,23,10,3.1,1.1,43,46,4,1,84,0,25,13
1152,臺北市,古亭,2019/10/26,04時,,良好,,1.1,0.14,49,22,13,3,1.1,47,44,4,1,97,0,26,14
1153,臺北市,古亭,2019/10/26,03時,,良好,,1.2,0.14,48,22,10,2.4,1,47,42,3,1,130,0,27,15
1154,臺北市,古亭,2019/10/26,02時,,良好,,1.1,0.15,46,23,12,3.1,1.7,49,40,4,1,141,0,27,15
1155,臺北市,古亭,2019/10/26,01時,細懸浮微粒,普通,,0.9,0.24,44,29,19,6.8,1.4,52,40,8,1,140,0,28,16
1156,臺北市,古亭,2019/10/26,00時,,良好,,1.2,0.25,44,27,13,7.7,0.8,48,39,9,1,68,0,28,15
1157,臺北市,古亭,2019/10/25,23時,,良好,,1.3,0.26,43,23,13,7.9,1,49,39,9,1,81,0,29,15
1158,臺北市,古亭,2019/10/25,22時,細懸浮微粒,普通,,1.6,0.28,40,30,20,10,1.2,51,40,11,1,81,0,30,16
1159,臺北市,古亭,2019/10/25,21時,,良好,,1.9,0.32,37,32,15,15,1.1,48,41,16,1,96,0,30,15
1160,臺北市,古亭,2019/10/25,20時,,良好,,1.8,0.34,37,31,18,15,1.4,48,43,16,1,41,0,29,15
1161,臺北市,古亭,2019/10/25,19時,,良好,,1.9,0.41,33,33,17,19,1.4,46,45,20,1,127,0,29,14
1162,臺北市,古亭,2019/10/25,18時,,良好,,2.4,0.35,38,28,19,17,1.9,44,47,18,1,77,0,28,13
1163,臺北市,古亭,2019/10/25,17時,,良好,,2.1,0.33,40,27,15,16,2,44,48,18,2,54,0,28,12
1164,臺北市,古亭,2019/10/25,16時,,良好,,1.6,0.24,46,29,16,9.2,1.7,45,49,11,2,94,0,28,11
1165,臺北市,古亭,2019/10/25,15時,,良好,,2.1,0.24,48,28,12,9.9,2.1,45,49,12,2,49,0,28,9
1166,臺北市,古亭,2019/10/25,14時,,良好,,1.8,0.25,52,26,7,9.5,2.5,45,49,12,2,53,0,28,9
1167,臺北市,古亭,2019/10/25,13時,,良好,,1.3,0.25,52,25,8,10,2.1,45,49,13,3,51,0,28,9
1168,臺北市,古亭,2019/10/25,12時,,良好,,1.3,0.25,51,27,7,9.5,1.9,45,49,12,2,39,0,28,10
1169,臺北市,古亭,2019/10/25,11時,,良好,,1.1,0.25,48,31,7,10,1.9,46,50,13,3,83,0,29,10
1170,臺北市,古亭,2019/10/25,10時,,良好,,1.2,0.26,47,30,8,10,2,46,50,12,2,87,0,29,11
1171,臺北市,古亭,2019/10/25,09時,,良好,,1.1,0.32,46,25,11,13,2,46,50,14,2,56,0,29,12
1172,臺北市,古亭,2019/10/25,08時,,良好,,1.1,0.31,47,35,12,11,2,47,51,12,1,92,0,30,12
1173,臺北市,古亭,2019/10/25,07時,,良好,,0.8,0.25,48,35,13,8.2,1,46,50,8,0,93,0,29,12
1174,臺北市,古亭,2019/10/25,06時,,良好,,0.8,0.21,53,29,11,3.7,1.3,45,49,4,0,101,0,27,12
1175,臺北市,古亭,2019/10/25,05時,,良好,,0.9,0.17,54,27,15,2.7,0.7,44,47,2,0,135,0,26,12
1176,臺北市,古亭,2019/10/25,04時,,良好,,0.9,0.16,53,25,9,2.9,1.2,42,45,3,0,121,0,27,12
1177,臺北市,古亭,2019/10/25,03時,,良好,,0.9,0.17,52,22,11,3.2,1.1,42,43,3,0,96,0,27,13
1178,臺北市,古亭,2019/10/25,02時,,良好,,1,0.19,47,23,7,3.5,1.2,41,40,4,0,90,0,28,13
1179,臺北市,古亭,2019/10/25,01時,,良好,,1.4,0.2,50,31,18,6.5,1.4,42,39,7,0,136,0,29,13
1180,臺北市,古亭,2019/10/25,00時,,良好,,1.1,0.22,43,22,13,7.7,0.8,41,39,8,1,105,0,29,13
1181,臺北市,古亭,2019/10/24,23時,,良好,,1.3,0.27,41,27,9,11,1.3,42,39,11,1,136,0,31,13
1182,臺北市,古亭,2019/10/24,22時,,良好,,1.5,0.28,41,30,9,13,1.2,46,41,14,1,140,0,32,14
1183,臺北市,古亭,2019/10/24,21時,細懸浮微粒,普通,,2.1,0.33,36,34,16,18,1.6,51,42,19,1,72,0,33,16
1184,臺北市,古亭,2019/10/24,20時,細懸浮微粒,普通,,2.2,0.39,35,34,16,21,1.1,52,45,22,1,91,0,33,16
1185,臺北市,古亭,2019/10/24,19時,細懸浮微粒,普通,,2.7,0.42,32,33,16,23,1.1,51,48,24,1,93,0,33,16
1186,臺北市,古亭,2019/10/24,18時,,良好,,2.2,0.32,38,33,16,18,1.4,48,51,19,1,54,0,32,15
1187,臺北市,古亭,2019/10/24,17時,,良好,,1.1,0.29,44,32,19,15,1.8,49,53,16,1,65,0,30,14
1188,臺北市,古亭,2019/10/24,16時,,良好,,1,0.26,50,31,13,12,1.6,48,52,14,2,51,0,29,13
1189,臺北市,古亭,2019/10/24,15時,,良好,,0.9,0.25,50,29,9,11,2.4,47,51,13,2,70,0,30,14
1190,臺北市,古亭,2019/10/24,14時,,良好,,1,0.24,54,23,11,9.5,2.1,47,50,11,2,61,0,31,15
1191,臺北市,古亭,2019/10/24,13時,細懸浮微粒,普通,,1.3,0.27,57,29,14,10,2.6,51,50,12,2,93,0,34,16
1192,臺北市,古亭,2019/10/24,12時,細懸浮微粒,普通,,1.5,0.31,58,38,15,13,2.4,53,50,15,2,57,0,35,16
1193,臺北市,古亭,2019/10/24,11時,細懸浮微粒,普通,,1.5,0.33,58,38,17,14,1.7,53,49,16,2,71,0,34,16
1194,臺北市,古亭,2019/10/24,10時,細懸浮微粒,普通,,1.6,0.38,52,41,17,16,1.4,53,48,18,2,57,0,32,16
1195,臺北市,古亭,2019/10/24,09時,細懸浮微粒,普通,,2.1,0.5,40,38,18,24,1,51,47,27,3,62,0,28,16
1196,臺北市,古亭,2019/10/24,08時,,良好,,2,0.44,39,33,17,24,0.7,48,47,26,2,89,0,26,15
1197,臺北市,古亭,2019/10/24,07時,,良好,,1.5,0.27,46,21,17,12,1.1,47,45,13,1,129,0,25,15
1198,臺北市,古亭,2019/10/24,06時,,良好,,1.3,0.21,52,18,13,5.7,0.7,44,42,6,0,127,0,26,14
1199,臺北市,古亭,2019/10/24,05時,,良好,,1.3,0.18,52,28,15,4.6,0.6,46,40,5,0,129,0,28,14
1200,臺北市,古亭,2019/10/24,04時,,良好,,1.3,0.17,51,28,15,4.9,0.7,46,37,5,1,139,0,30,14
1201,臺北市,古亭,2019/10/24,03時,,良好,,1.7,0.2,50,29,11,6.2,0.8,44,35,7,1,125,0,30,14
1202,臺北市,古亭,2019/10/24,02時,,良好,,1.9,0.23,45,31,18,7.6,0.6,46,32,8,0,144,0,29,14
1203,臺北市,古亭,2019/10/24,01時,,良好,,1.8,0.29,38,36,14,13,0.9,42,32,14,1,122,0,28,13
1204,臺北市,古亭,2019/10/24,00時,,良好,,1.8,0.44,25,30,12,21,0.7,42,32,22,1,106,0,27,13
1205,臺北市,古亭,2019/10/23,23時,,良好,,1.4,0.49,26,26,15,18,0.6,42,34,19,1,140,0,26,13
1206,臺北市,古亭,2019/10/23,22時,,良好,,1.4,0.36,30,23,11,16,0.7,41,36,17,2,109,0,26,13
1207,臺北市,古亭,2019/10/23,21時,,良好,,2,0.34,32,27,12,17,0.9,43,37,19,1,98,0,28,13
1208,臺北市,古亭,2019/10/23,20時,,良好,,2,0.42,31,22,14,21,1.3,44,39,23,1,139,0,28,14
1209,臺北市,古亭,2019/10/23,19時,,良好,,1.5,0.47,33,26,11,24,0.9,43,41,25,1,127,0,29,13
1210,臺北市,古亭,2019/10/23,18時,,良好,,1.3,0.38,39,29,17,19,1.2,43,42,21,1,42,0,29,13
1211,臺北市,古亭,2019/10/23,17時,,良好,,1.2,0.32,40,29,14,16,1.4,42,43,18,2,73,0,29,13
1212,臺北市,古亭,2019/10/23,16時,,良好,,1.1,0.29,40,26,12,15,1.4,41,42,17,2,75,0,29,13
1213,臺北市,古亭,2019/10/23,15時,,良好,,1,0.3,41,32,12,14,1.9,41,39,17,3,51,0,29,13
1214,臺北市,古亭,2019/10/23,14時,,良好,,1.1,0.3,42,27,13,14,1.7,42,36,16,3,74,0,30,13
1215,臺北市,古亭,2019/10/23,13時,,良好,,1.2,0.3,46,27,13,13,1.4,40,34,16,3,61,0,30,12
1216,臺北市,古亭,2019/10/23,12時,,良好,,1.1,0.26,47,27,11,10,1.8,40,33,12,2,93,0,31,12
1217,臺北市,古亭,2019/10/23,11時,,良好,,1.1,0.28,43,46,15,13,2,41,33,16,3,47,0,30,13
1218,臺北市,古亭,2019/10/23,10時,,良好,,1.7,0.3,41,31,12,13,1.7,39,33,17,3,55,0,27,12
1219,臺北市,古亭,2019/10/23,09時,,良好,,1.8,0.43,33,28,11,18,1.5,40,33,23,4,51,0,26,12
1220,臺北市,古亭,2019/10/23,08時,,良好,,1.3,0.54,17,29,14,22,0.6,42,34,31,9,151,0,26,13
1221,臺北市,古亭,2019/10/23,07時,,良好,,1,0.34,20,25,11,16,0.8,40,38,19,3,168,0,25,12
1222,臺北市,古亭,2019/10/23,06時,,良好,,0.9,0.27,27,25,16,8.7,0.5,40,41,9,1,174,0,25,12
1223,臺北市,古亭,2019/10/23,05時,,良好,,1,0.24,39,29,13,7.2,0.5,40,43,8,1,154,0,25,11
1224,臺北市,古亭,2019/10/23,04時,,良好,,1.2,0.19,44,24,11,6.1,0.5,41,44,7,1,141,0,25,11
1225,臺北市,古亭,2019/10/23,03時,,良好,,0.9,0.2,43,22,11,6.4,0.5,41,44,7,1,112,0,24,11
1226,臺北市,古亭,2019/10/23,02時,,良好,,1.1,0.23,44,21,4,7.9,0.6,41,44,9,1,71,0,25,12
1227,臺北市,古亭,2019/10/23,01時,,良好,,2,0.25,41,30,17,8.2,0.5,42,43,9,1,110,0,25,13
1228,臺北市,古亭,2019/10/23,00時,,良好,,1.7,0.25,42,18,11,8.6,0.8,40,43,9,1,63,0,25,12
1229,臺北市,古亭,2019/10/22,23時,,良好,,1.9,0.26,44,25,11,8.9,1.1,41,44,10,1,85,0,26,12
1230,臺北市,古亭,2019/10/22,22時,,良好,,1.9,0.24,47,20,12,7.5,1.5,41,44,8,1,71,0,27,12
1231,臺北市,古亭,2019/10/22,21時,,良好,,1.7,0.23,45,26,15,8,2.1,42,45,8,0,78,0,29,12
1232,臺北市,古亭,2019/10/22,20時,,良好,,1.7,0.28,44,27,11,9.6,1.6,43,46,10,1,131,0,30,12
1233,臺北市,古亭,2019/10/22,19時,,良好,,1.6,0.32,42,31,10,12,1.4,44,47,13,1,98,0,30,13
1234,臺北市,古亭,2019/10/22,18時,,良好,,1.8,0.32,39,28,11,16,1.4,45,49,16,1,89,0,30,14
1235,臺北市,古亭,2019/10/22,17時,,良好,,3.7,0.26,41,33,14,16,1.4,46,50,17,1,76,0,30,13
1236,臺北市,古亭,2019/10/22,16時,,良好,,3.2,0.25,45,26,16,13,1.5,45,49,14,1,89,0,29,13
1237,臺北市,古亭,2019/10/22,15時,,良好,,3.4,0.23,50,33,15,11,1.7,44,47,13,2,45,0,29,12
1238,臺北市,古亭,2019/10/22,14時,,良好,,3.5,0.26,52,30,10,12,1.4,41,44,14,2,53,0,29,12
1239,臺北市,古亭,2019/10/22,13時,,良好,,3.4,0.25,55,32,14,11,2,40,40,12,2,59,0,28,12
1240,臺北市,古亭,2019/10/22,12時,,良好,,2,0.26,53,28,10,11,2.1,40,39,13,2,52,0,27,12
1241,臺北市,古亭,2019/10/22,11時,,良好,,1.8,0.26,52,30,10,10,1.5,42,39,12,2,60,0,27,13
1242,臺北市,古亭,2019/10/22,10時,,良好,,2,0.27,49,30,14,10,1.1,43,38,12,2,82,0,27,13
1243,臺北市,古亭,2019/10/22,09時,,良好,,2,0.42,36,26,15,15,1.7,41,38,19,3,84,0,25,13
1244,臺北市,古亭,2019/10/22,08時,,良好,,1.8,0.43,26,28,14,19,1.3,40,40,24,5,130,0,26,12
1245,臺北市,古亭,2019/10/22,07時,,良好,,1.6,0.32,27,25,12,15,0.8,39,42,16,2,150,0,26,12
1246,臺北市,古亭,2019/10/22,06時,,良好,,1.5,0.24,25,21,11,10,0.5,41,44,11,1,151,0,26,12
1247,臺北市,古亭,2019/10/22,05時,,良好,,1.4,0.18,45,30,14,5.5,0.6,42,45,6,1,217,0,27,12
1248,臺北市,古亭,2019/10/22,04時,,良好,,1.4,0.15,50,23,10,1.9,0.7,41,44,2,0,106,0,26,12
1249,臺北市,古亭,2019/10/22,03時,,良好,,1.4,0.15,49,28,11,2,1,40,41,2,0,85,0,27,12
1250,臺北市,古亭,2019/10/22,02時,,良好,,1.6,0.16,49,21,14,2.4,0.7,40,38,3,0,117,0,27,12
1251,臺北市,古亭,2019/10/22,01時,,良好,,1.2,0.18,48,24,11,4.3,0.9,37,37,4,0,110,0,28,11
1252,臺北市,古亭,2019/10/22,00時,,良好,,1.6,0.2,46,28,14,7,1.1,37,36,7,0,90,0,29,11
1253,臺北市,古亭,2019/10/21,23時,,良好,,1.6,0.31,38,28,12,14,0.9,38,36,14,0,97,0,30,12
1254,臺北市,古亭,2019/10/21,22時,,良好,,1.8,0.3,38,29,8,14,1,40,37,14,0,90,0,30,12
1255,臺北市,古亭,2019/10/21,21時,,良好,,1.9,0.37,35,29,11,16,1,41,38,17,1,108,0,30,13
1256,臺北市,古亭,2019/10/21,20時,,良好,,2.1,0.51,26,33,17,27,0.9,40,39,28,1,133,0,31,12
1257,臺北市,古亭,2019/10/21,19時,,良好,,2.1,0.51,29,32,17,26,0.6,39,42,27,1,108,0,30,11
1258,臺北市,古亭,2019/10/21,18時,,良好,,1.6,0.41,36,29,9,24,0.9,41,44,24,1,82,0,29,10
1259,臺北市,古亭,2019/10/21,17時,,良好,,1.6,0.3,44,32,9,17,1.3,41,44,18,1,51,0,29,11
1260,臺北市,古亭,2019/10/21,16時,,良好,,1.2,0.26,44,27,10,14,1.4,39,42,14,0,56,0,28,11
1261,臺北市,古亭,2019/10/21,15時,,良好,,1.2,0.23,45,27,10,12,1.6,39,42,13,1,54,0,29,11
1262,臺北市,古亭,2019/10/21,14時,,良好,,1.3,0.24,47,30,11,10,1.8,39,42,11,1,57,0,29,11
1263,臺北市,古亭,2019/10/21,13時,,良好,,1.3,0.23,46,30,10,10,1.5,40,43,11,1,58,0,29,12
1264,臺北市,古亭,2019/10/21,12時,,良好,,1.4,0.26,45,,,12,1.1,41,44,13,1,61,0,30,12
1265,臺北市,古亭,2019/10/21,11時,,良好,,1.7,0.27,43,31,11,15,1.4,42,45,17,2,61,0,30,13
1266,臺北市,古亭,2019/10/21,10時,,良好,,2,0.39,38,31,14,20,0.9,43,46,23,3,78,0,29,13
1267,臺北市,古亭,2019/10/21,09時,,良好,,1.6,0.55,31,33,11,28,0.8,44,48,30,2,111,0,28,12
1268,臺北市,古亭,2019/10/21,08時,,良好,,1.3,0.4,37,33,14,21,1.1,46,50,22,1,138,0,26,12
1269,臺北市,古亭,2019/10/21,07時,,良好,,1.2,0.22,51,22,12,8.9,0.7,47,51,9,0,83,0,26,12
1270,臺北市,古亭,2019/10/21,06時,,良好,,1.2,0.2,53,25,10,4.6,0.5,46,50,5,0,74,0,26,12
1271,臺北市,古亭,2019/10/21,05時,,良好,,1.3,0.17,54,22,10,3.6,0.8,44,48,4,0,69,0,27,12
1272,臺北市,古亭,2019/10/21,04時,,良好,,1.3,0.17,53,27,13,4,0.5,44,47,4,0,73,0,28,13
1273,臺北市,古亭,2019/10/21,03時,,良好,,1.3,0.19,52,24,12,4.5,1.1,43,45,5,0,74,0,28,13
1274,臺北市,古亭,2019/10/21,02時,,良好,,1.5,0.19,52,26,12,4.3,0.8,42,44,4,0,66,0,29,13
1275,臺北市,古亭,2019/10/21,01時,,良好,,1.5,0.19,50,32,19,7.4,1,43,43,9,1,89,0,30,13
1276,臺北市,古亭,2019/10/21,00時,,良好,,1.5,0.23,47,23,12,10,0.7,39,42,12,1,59,0,30,11
1277,臺北市,古亭,2019/10/20,23時,,良好,,1.4,0.28,39,29,13,13,0.9,39,42,14,1,99,0,31,11
1278,臺北市,古亭,2019/10/20,22時,,良好,,1.3,0.27,38,33,13,13,1.2,41,44,15,1,107,0,31,11
1279,臺北市,古亭,2019/10/20,21時,,良好,,1.4,0.26,42,31,7,13,1.5,42,45,14,1,138,0,31,11
1280,臺北市,古亭,2019/10/20,20時,,良好,,1.3,0.28,44,32,10,14,0.9,44,47,16,2,106,0,31,11
